date,E0,Eend,min_energy,G,H,peak_emergency_kw,plan_cost,emergency_cost,cash_cost,emergency_days,emergency_slots,unused,curtailment,pv,storage_loss,max_residual,model,alpha,plan_feasible,objective,constraint_violation,risk_budget,risk_cvar,stress_budget,design_stress_cost,forecast_train_end,scene_end,effective_scenarios,var_exceeded,development_stress_worst_cost,locked_plan_sha256,array_sha256,predicted_beta,predicted_mean_emergency_cost,predicted_emergency_var,predicted_emergency_cvar,predicted_robust_emergency_cvar,predicted_cash_var,predicted_cash_cvar,predicted_emergency_probability,predicted_mean_end_energy,predicted_low_end_energy,predicted_minimum_energy,predicted_worst_emergency_kwh,predicted_effective_n,optimizer_evaluations
2025-02-01,10800.0,6626.4839287862205,1648.7859082262546,39452.782722612406,0.0,0.0,21377.568231692596,0.0,21377.568231692596,0,0,2444.1438552182217,3771.3344999999995,41927.03035,3032.6445052746285,8.668621376273222e-13,M3,0.9500000000000001,True,37930.26980471672,0.0,,,,,2025-01-31,2025-01-31,28.047968011126635,False,65396.654916467836,3599b6592c9dd6667935c8d0071fd01f8d396f61db678288dbee9231ea8eb710,4d04a0b8d042f8e880b0e74b7d9345ba5684b7e756925dda0512abcb36dd2c18,0.9,7382.7080603232525,4285.840864931935,66583.69133879014,175041.3744110761,25663.40909662453,87961.25957048274,0.48292785866021193,6206.990021949623,5636.225615066139,1199.9999999999998,47009.09543922326,28.047968011126635,3000
2025-02-02,6626.4839287862205,7166.019647841084,1429.0068324852,91659.02749805016,0.0,0.0,57755.18008573871,0.0,57755.18008573871,0,0,8385.577310080549,59.17406666666682,43349.69469999999,4318.4624522480835,8.952838470577262e-13,M3,0.9,True,74917.14929411939,0.0,,,,,2025-02-01,2025-02-01,28.804209643720352,False,76453.28785461016,f753bf080246ca8120ac7fc0d429c21e135654c20a6e8060ef79eb8ab14ba46f,654ebfdf61933dcc91a6589a4e2ea741c9765c00da85b1a10759de08efe57a9b,0.9,8048.115018573574,4797.315332808079,71063.9030279152,181477.20939895144,62552.495418546794,128819.08311365392,0.6229952346835679,6806.713842824376,6278.19932798926,1200.0000000000002,46926.365700001414,28.804209643720352,3000
2025-02-03,7166.019647841084,7426.646983783068,1386.5134574514989,90264.67268687327,0.0,0.0,56892.986833003975,0.0,56892.986833003975,0,0,5435.7322287142015,0.0,42386.85249999999,4351.396622217078,8.526512829121202e-13,M3,0.9,True,72517.6965197871,0.0,,,,,2025-02-02,2025-02-02,29.91039312965003,False,90187.39386205132,55c75416b4be2a3fbae9759654a5c3b068b1948ef62e23ecc5c2c04c8fe8be49,435607386bf9e1b5ca523ecc445982ac7f166b0cd7df7fd98fecb951b9940ec2,0.9,6581.57334820726,4720.811816643052,56449.92222829504,168169.93198552376,61613.798649647026,113342.90906129903,0.6200047583516564,7222.540405246584,6696.621058618197,1200.0000000000002,47299.50028564051,29.91039312965003,3000
2025-02-04,7426.646983783068,7549.537684243194,1487.6688253653297,89901.43615053364,0.0,0.0,56644.257095099834,0.0,56644.257095099834,0,0,3984.3317589131725,0.0,40383.2349,4599.349741160348,9.094947017729282e-13,M3,0.9,True,72198.52892028712,0.0,,,,,2025-02-03,2025-02-03,31.196761996969347,False,92593.48142270865,c5f15f4b124e20a2d16b9b5a3b84f84c5cb270edfdb9e7e8d53a2c88094f6eb0,201c4c8dbc9fbb23a7835dfc6e0fcc2152a65be0ee215d4752a99fcd51bb7786,0.9,6555.441076910145,4722.598240324508,56413.877469656116,167987.33261180797,61366.85533542434,113058.13456475595,0.5965010914610958,7302.00905544179,6770.073025737432,1199.9999999999984,47172.427974357524,31.196761996969347,3000
2025-02-05,7549.537684243194,7221.563264774813,1451.3990254787086,89201.48426990915,0.0,0.0,56401.40498814736,0.0,56401.40498814736,0,0,4309.28551305009,0.0,41242.65745,4471.746192994107,9.094947017729282e-13,M3,0.9,True,72228.22019449697,0.0,,,,,2025-02-04,2025-02-04,32.78060316821474,False,91911.09554120012,83cc4e37d1dbc8a45608655bce841b00dcf925c9dc3b4b3d5d9222e23705a8ad,1561544326cb1f2cc2a7e7512b6b0c119cd26fff16fc5e8f94898c316f8e7488,0.9,6728.4116892975535,4748.524084664937,58400.782892256924,169621.41149465612,61149.9290728123,114802.1878804043,0.5781812815284938,6996.5860002828,6433.177571435651,1199.999999999999,47118.04596583348,32.78060316821474,3000
2025-02-06,7221.563264774813,7363.310005775468,1466.3032324577991,90341.29596042978,8.70302704081655,52.218162244899304,57081.94603599369,50.83873245892988,57132.78476845262,1,1,5595.732570930267,1.4008166666666284,41981.10548333333,4340.061642206352,9.094947017729282e-13,M3,0.9,True,72865.26672704886,0.0,,,,,2025-02-05,2025-02-05,33.86212468912227,False,88650.31288108283,89c26d74def44816bebadd13e729877e728ef39698326850ce3c13bcbf917d5e,14d7667ca90626e245098ea10ad24e2382ead3691ac8daa6c200fbdaa8a439e6,0.9,6769.917979686608,4789.187876140543,58726.67205303937,170088.7300922048,61871.13391213424,115808.61808903306,0.5619425684718072,7229.136619336889,6660.185688276886,1200.0,47240.291534935684,33.86212468912227,3000
2025-02-07,7363.310005775468,7261.5356171889225,1216.9207372134042,42914.25882041658,0.0,0.0,22499.842281820063,0.0,22499.842281820063,0,0,2575.1735068261787,5082.774877572019,44362.91726666666,3552.4051579382576,9.094947017729282e-13,M3,0.9500000000000001,True,37395.91365021853,0.0,,,,,2025-02-06,2025-02-06,34.638808005107244,False,64311.34410139493,a4d9813ff96673504672e03de99e7c42699f33d8dbf01e32b5bcec7d3a03d030,1e26f5439447d68f2f3523d4dfc5a66bb6144753054ffbba8ab4404b824b3910,0.9,6189.517408761793,4445.557567074557,55719.99672052261,165083.39911325386,26945.39984889462,78219.83900234268,0.41690319768858575,7409.583473739494,6862.218324868583,1200.0,47531.015338087636,34.638808005107244,3000
2025-02-08,7261.5356171889225,7411.780955985221,1200.611028020283,41206.24928267721,3.587975218253689,21.527851309522134,21318.9872140745,21.9332925091848,21340.920506583683,1,1,2051.893434736565,3780.0540666666666,44169.6248,3650.481701029262,9.094947017729282e-13,M3,0.9500000000000001,True,36925.42729698996,0.0,,,,,2025-02-07,2025-02-07,34.37643360843018,False,73049.20594491836,e3d1f1f58c102fd8c565d9d20cd3baec41833049d3e56e54304006db7d7eda72,ed54aa5f768b425c1ff688d57bca76bfd011d13bf11a6273a6327aab738686df,0.9,6749.361258736165,4161.644928293286,62042.127619277504,172708.8579277123,25480.632142367787,83361.11483335201,0.4619020277163206,7359.79524149389,6845.19011455677,1200.611028020283,47632.74126251175,34.37643360843018,3000
2025-02-09,7411.780955985221,7304.417458599858,1291.0860383597878,87586.8416045152,0.0,0.0,55029.12015429032,0.0,55029.12015429032,0,0,3569.4681832906413,0.0,41992.48759999999,4569.320951943255,8.757439218243235e-13,M3,0.9,True,71004.8009705045,0.0,,,,,2025-02-08,2025-02-08,35.152832400658255,False,97046.08885172306,8461f42846460caa872dd4b4b61a45d51290759b12311107069cf9005b281480,2a3e73b3228c34d220fa23cd0756bd6f09d93ecfd704d68de65f61563a8513bf,0.9,7040.585929857263,4686.199606413695,63313.47089255336,174532.8442734976,59715.31976070402,118342.59104684368,0.5459421400711588,7362.245385567994,6871.129039427681,1199.999999999999,47139.540662759646,35.152832400658255,3000
2025-02-10,7304.417458599858,7067.8521795084625,1283.1913178067541,88174.408829181,0.0,0.0,55394.708188099525,0.0,55394.708188099525,0,0,9473.44806854126,670.6342500000002,47150.92693333333,3940.2542063978117,9.094947017729282e-13,M3,0.9,True,70424.75659932969,0.0,,,,,2025-02-09,2025-02-09,37.353081342028865,False,75342.65862803272,e5d02d4089af7ceea2294d1182a52708378e4400e0edcd69cfedc30f5ae70e4f,67c27cc570337c67a0cab73a4b5be328478a6695f492bb7e5b95213c009427ee,0.9,6071.288796161427,4912.4755373032485,52786.72875037284,163866.86181588343,60307.18372540277,108181.43693847235,0.5476105149588597,7266.653133100655,6775.015542042318,1200.0000000000005,47187.60585483153,37.353081342028865,3000
